   index	                                url_name	                category	         gformat	           start	             due	name	path	module_id	data	chapter_mid
      42	        7ebd88e34faa43a8b35ce66b369c9acc	                    html	graded exercises	2050-02-24 00:30:00	2013-02-28 23:30:00		/36bcbc2a9dbd4f4b8546f13c035b2759/1bfb86817d1a47f7871d15e55748dba4/1/6	BerkeleyX/Stat_2.1x/sequential/1bfb86817d1a47f7871d15e55748dba4/1	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      43	        a5060e3d428740cc89960db1b5b57b35	                 problem	graded exercises	2050-02-24 00:30:00	2014-03-02 23:00:00		/36bcbc2a9dbd4f4b8546f13c035b2759/1bfb86817d1a47f7871d15e55748dba4/1/7	BerkeleyX/Stat_2.1x/problem/a5060e3d428740cc89960db1b5b57b35	{"weight": 2.000000}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      44	        8467ce67924849ce8640c094ada833b4	              sequential	            None	2014-02-24 00:30:00	            None	Section 2a: The Histogram (Lec 2.1 - 2.3)	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4	BerkeleyX/Stat_2.1x/sequential/8467ce67924849ce8640c094ada833b4	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      45	        9e36951b863547cc9f02e78d5f2796c6	                vertical	            None	2014-02-24 00:30:00	            None	Lec 2.1. Describing one quantitative variable	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/1	BerkeleyX/Stat_2.1x/vertical/9e36951b863547cc9f02e78d5f2796c6	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      46	        8275cb3eb13e434d831bea15dbe3dfa1	                   video	            None	2014-02-24 00:30:00	            None	Describing one quantitative variable	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/1/1	BerkeleyX/Stat_2.1x/video/8275cb3eb13e434d831bea15dbe3dfa1	{"ytid": "0.75:YD2XVxtxcN8,1.00:hFz6uHztnMA,1.25:F77P4_H0UFo,1.50:taWIje944YQ"}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      47	        74f6c002b74b4791b7025510a632faaa	                    html	            None	2014-02-24 00:30:00	            None	Lecture 2.1 Slides	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/1/2	BerkeleyX/Stat_2.1x/sequential/8467ce67924849ce8640c094ada833b4/1	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      48	        f417fb96b7b04a45a36de9bbd2e8fcdc	                vertical	            None	2014-02-24 00:30:00	            None	Lec 2.2. How to draw a histogram	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/2	BerkeleyX/Stat_2.1x/vertical/f417fb96b7b04a45a36de9bbd2e8fcdc	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      49	        23365665578d42c38f0d09b4763a0d31	                   video	            None	2014-02-24 00:30:00	            None	How to Draw a Histogram	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/2/1	BerkeleyX/Stat_2.1x/video/23365665578d42c38f0d09b4763a0d31	{"ytid": "0.75:g1JGBxn1GIA,1.00:sLFi3XoPJ8Y,1.25:A5nCI652wng,1.50:yP4sZpIAhvs"}	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      50	        df3397cf2c6e47f09bc428149bdb211c	                    html	            None	2014-02-24 00:30:00	            None	Lecture 2.2 Slides	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/2/2	BerkeleyX/Stat_2.1x/sequential/8467ce67924849ce8640c094ada833b4/2	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
      51	        e9b53d53f0f7419eaaad91423972b1fd	                vertical	            None	2014-02-24 00:30:00	            None	Lec 2.3. Units and density	/36bcbc2a9dbd4f4b8546f13c035b2759/8467ce67924849ce8640c094ada833b4/3	BerkeleyX/Stat_2.1x/vertical/e9b53d53f0f7419eaaad91423972b1fd	None	BerkeleyX/Stat_2.1x/chapter/36bcbc2a9dbd4f4b8546f13c035b2759
